oa_code,LOAC_supgrp_cd,KMeans_60pca,Queens_SFCM_60kvars,KNN8_SFCM_60kvars,MDT_SFCM_60kvars,Queens_SFCM_60pca,KNN8_SFCM_60pca,MDT_SFCM_60pca,Queens_GCN_167zscores,KNN8_GCN_167zscores,MDT_GCN_167zscores,Queens_GSCN_MeanAgg_167zscores,Queens_GSCN_MeanAgg_60kvars,Queens_GSonly_MeanAgg_167zscores,KNN8_GSCN_AttentionalAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores_RW8,KNN8_GSCN_MaxPoolingAgg_167zscores_RW28,KNN8_GSCN_MeanAgg_167zscores,KNN8_GSCN_MeanAgg_60kvars,KNN8_GSCN_MeanPoolingAgg_167zscores,KNN8_GSonly_MeanAgg_167zscores,KNN8_Att2Vec_167zscores,KNN8_Node2Vec_167zscores,MDT_GSCN_MeanAgg_167zscores,MDT_GSCN_MeanAgg_60kvars,Queens_NAGAE_d1,KNN8_NAGAE_d1,MDT_NAGAE_d1,Queens_NAGAE_d2,KNN8_NAGAE_d2,MDT_NAGAE_d2
E00000001,D,7,1,1,1,4,4,4,7,1,4,1,7,3,5,7,5,7,0,6,6,6,3,3,4,2,2,2,0,3,7,6
E00000003,D,7,1,1,1,4,4,4,7,1,4,1,7,3,5,7,5,4,2,6,6,6,3,3,4,2,2,2,0,3,7,6
E00000005,D,7,1,1,1,4,4,4,7,1,2,1,2,3,5,5,2,6,2,6,6,6,3,3,3,1,2,2,0,3,7,6
E00000007,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,6,2,2,0,3,7,6
E00000010,D,6,1,1,1,1,1,4,7,1,4,1,2,3,7,5,2,6,2,6,6,6,3,0,3,6,7,3,0,2,1,6
E00000012,D,1,1,1,1,1,1,4,7,1,4,1,2,3,7,5,2,6,6,6,0,6,3,7,4,6,7,2,5,2,1,4
E00000013,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,6,6,6,6,0,3,3,6,2,2,0,3,7,6
E00000014,D,5,1,1,1,4,4,4,7,1,0,1,2,3,7,5,2,6,6,6,0,6,7,0,3,6,7,2,0,2,1,6
E00000016,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,5,2,2,2,6,6,6,3,3,3,1,2,3,0,3,7,6
E00000017,D,7,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,5,2,6,6,6,0,3,4,2,2,3,0,3,7,6
E00000018,F,7,1,1,1,4,4,4,7,1,6,1,0,3,5,0,4,1,2,6,6,6,3,3,4,2,2,2,0,3,7,6
E00000019,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,6,2,6,6,6,3,3,4,1,2,2,0,3,7,6
E00000020,D,7,1,1,1,4,4,4,7,1,4,1,2,3,5,5,2,6,2,6,6,6,3,3,3,1,2,2,0,3,7,6
E00000021,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,3,3,3,1,2,2,0,3,7,6
E00000022,D,5,1,1,1,1,2,2,0,3,2,2,2,3,7,5,2,6,6,6,0,6,3,0,4,6,7,3,5,2,1,6
E00000023,B,1,1,1,3,2,1,2,7,1,4,2,2,3,5,5,2,6,6,6,0,6,3,0,4,5,7,2,5,2,1,6
E00000024,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,5,2,2,0,3,7,6
E00000025,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,7,2,6,6,6,0,3,3,4,2,2,0,3,7,6
E00000026,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,6,2,2,0,3,7,6
E00000027,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,6,2,2,0,3,7,6
E00000028,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,6,2,2,0,3,7,6
E00000029,D,6,1,1,3,4,4,4,7,1,7,1,2,3,7,0,4,1,6,0,6,6,0,3,3,6,2,6,0,3,7,6
E00000030,B,5,1,3,3,4,2,2,7,1,4,2,2,3,7,3,0,0,6,0,0,6,7,7,4,6,2,6,5,2,7,4
E00000031,B,5,3,3,3,2,2,2,7,1,4,1,2,3,7,3,0,0,6,0,0,6,7,7,3,6,2,6,5,2,7,4
E00000032,B,0,3,3,3,2,2,2,0,3,1,2,2,3,7,2,6,3,7,0,5,6,6,6,1,6,7,6,5,2,7,4
E00000035,D,6,1,1,1,4,4,4,7,1,4,1,2,3,5,0,4,1,2,6,6,6,0,3,3,6,2,6,0,3,7,6
E00000037,G,4,0,5,2,5,5,5,2,5,6,6,5,4,0,4,7,4,3,4,7,5,6,6,1,3,3,4,7,6,4,3
E00000038,C,4,5,5,2,5,5,5,2,5,6,6,1,4,0,4,7,4,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000039,B,0,0,0,2,3,3,3,5,7,7,6,0,4,3,2,6,3,4,0,5,5,2,6,1,3,5,5,2,5,3,3
E00000040,G,5,0,0,2,3,3,5,5,7,7,6,6,4,3,2,6,3,3,0,3,5,4,6,1,3,5,5,7,5,3,3
E00000041,C,4,5,5,2,5,5,5,2,5,6,6,1,4,0,4,7,0,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000042,B,1,0,0,2,5,5,3,2,5,6,6,4,4,3,3,0,0,7,0,5,5,2,7,1,3,3,4,2,6,4,3
E00000043,B,0,0,0,2,3,3,3,5,7,7,6,0,4,3,2,6,3,4,0,5,5,2,4,1,3,5,5,2,5,3,3
E00000045,G,0,0,0,2,3,3,3,5,7,7,6,4,4,3,2,6,3,4,0,3,5,2,4,1,3,5,5,2,5,3,3
E00000046,G,4,0,0,2,3,5,5,5,7,6,6,4,4,3,2,6,3,4,0,3,5,4,6,1,3,5,4,2,5,4,3
E00000048,B,0,0,0,2,3,3,3,5,7,0,6,6,4,3,2,6,3,4,0,5,5,2,4,1,3,5,5,2,5,3,3
E00000049,C,4,5,5,2,5,5,5,2,5,6,6,1,4,0,4,7,4,3,4,7,5,6,5,5,3,3,4,7,6,4,5
E00000050,B,0,0,0,2,3,3,5,5,7,7,6,6,4,0,2,6,3,4,0,5,5,6,6,1,3,5,5,2,5,3,3
E00000051,C,4,5,5,2,5,5,5,2,5,6,4,5,4,0,4,7,4,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000052,G,0,0,0,2,3,3,5,5,7,5,6,5,4,0,4,7,2,4,0,5,5,6,6,1,3,5,5,2,5,3,3
E00000053,C,4,5,5,5,5,5,5,2,5,6,6,1,4,0,4,7,4,3,4,7,5,6,5,5,3,3,4,7,6,4,3
E00000054,C,4,5,5,2,5,5,5,2,5,7,6,1,4,0,4,7,3,3,4,7,5,6,5,5,3,3,4,7,6,4,3
E00000055,C,4,5,5,5,5,5,5,2,5,5,6,1,4,2,4,7,4,3,4,7,5,4,5,5,3,3,4,7,6,4,5
E00000056,G,0,0,0,2,3,3,5,5,7,7,6,4,4,0,2,6,3,4,0,5,5,6,6,1,3,5,5,2,5,3,3
E00000057,B,0,0,3,2,3,3,5,5,7,7,6,0,4,0,2,6,3,4,0,5,5,6,6,1,6,5,5,2,5,3,3
E00000059,G,5,0,5,2,5,5,3,2,5,6,6,6,4,3,2,6,3,3,0,3,5,4,6,1,3,5,4,7,6,4,3
E00000060,C,4,5,5,2,5,5,5,2,5,6,6,1,4,2,4,7,4,3,4,7,5,4,5,0,3,3,4,7,6,4,5
E00000061,G,0,0,0,2,3,3,3,5,7,7,6,5,4,3,2,6,3,4,0,5,5,2,4,7,3,5,5,2,5,3,3
E00000062,G,5,0,0,2,3,3,3,5,7,7,6,0,4,3,3,0,0,6,0,3,5,7,6,3,6,5,5,7,5,3,3
E00000063,C,4,0,0,2,5,5,5,2,5,6,6,5,4,0,4,7,3,3,4,7,5,4,5,5,3,5,5,7,5,3,3
E00000064,C,4,5,5,2,5,5,5,2,5,6,6,1,4,0,4,7,2,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000065,G,4,5,5,2,5,5,5,2,5,6,6,1,4,0,4,7,4,3,4,7,5,6,6,1,3,3,4,7,6,4,3
E00000066,C,4,5,5,2,5,5,5,2,5,1,6,1,4,0,4,7,4,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000067,G,4,0,0,2,3,3,5,2,5,1,6,5,4,2,4,7,4,3,4,3,5,4,6,1,3,5,5,7,5,3,3
E00000068,C,4,0,5,2,5,5,5,2,5,1,6,1,4,0,4,7,4,3,4,7,5,6,6,5,3,3,4,7,6,4,3
E00000069,G,0,0,0,2,3,3,5,5,7,7,6,4,4,3,2,6,1,4,0,5,5,6,6,1,3,5,5,2,5,3,3
E00000070,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000071,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000072,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000073,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000074,A,3,7,7,0,7,7,7,6,2,3,7,4,4,6,1,1,2,1,1,2,5,5,1,0,3,6,1,2,7,0,1
E00000075,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000076,A,3,7,7,0,7,7,7,6,2,1,7,5,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000077,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000078,A,3,7,7,0,7,7,7,6,2,3,7,3,0,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000079,A,3,7,7,0,7,7,7,6,2,2,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000080,G,0,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,4,4,2,5,2,4,7,3,6,1,2,7,0,1
E00000081,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000082,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000083,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000084,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000085,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000086,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,5,2,5,5,1,0,3,6,1,2,7,0,1
E00000087,A,3,7,7,0,7,7,7,6,2,7,7,3,4,6,1,1,2,4,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000088,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000089,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000090,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000091,G,0,7,7,0,7,7,7,6,2,3,7,6,4,6,1,1,2,4,1,2,5,5,4,7,3,6,1,2,7,0,1
E00000092,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000093,G,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000094,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000095,A,3,7,7,0,7,7,7,6,2,4,7,5,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000096,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000097,A,3,7,7,0,7,7,7,6,2,5,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000098,A,3,7,7,0,7,7,7,7,2,3,7,5,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000099,A,1,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,1,7,0,6,1,2,7,0,1
E00000100,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000101,C,3,7,7,0,7,7,7,6,2,3,0,1,4,6,1,1,2,1,4,2,5,4,4,0,3,6,1,2,7,0,1
E00000102,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000103,A,3,0,5,0,3,7,7,6,2,3,4,1,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,5,0,1
E00000104,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000106,C,3,5,5,5,5,7,7,6,2,6,0,1,4,2,1,1,1,1,4,2,5,4,5,0,3,6,1,7,5,0,1
E00000107,A,3,0,0,0,7,7,7,6,2,1,7,1,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000108,G,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000109,C,3,5,5,5,7,7,7,6,2,3,0,1,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000110,A,3,7,7,0,7,7,7,6,2,3,0,1,4,6,1,1,2,1,4,2,5,5,1,7,3,6,1,2,7,0,1
E00000111,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000112,G,3,5,5,5,7,7,7,6,2,3,0,1,4,6,1,1,1,4,4,2,5,2,4,7,3,6,1,2,7,0,1
E00000113,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,7,7,0,1
E00000114,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000115,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000116,A,3,7,7,0,7,7,7,6,2,3,0,1,4,6,1,1,2,4,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000117,A,0,7,7,0,7,7,7,6,2,3,0,4,4,6,2,6,3,4,4,5,5,2,4,7,3,6,1,2,7,0,1
E00000118,A,3,5,7,0,7,7,7,6,2,3,7,1,4,6,1,1,7,1,4,2,5,4,4,7,3,6,1,2,7,0,1
E00000119,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000120,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000121,G,4,0,7,2,7,7,7,6,2,3,0,5,4,2,4,7,4,1,4,2,5,6,4,5,3,6,1,2,7,0,1
E00000122,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000123,A,1,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,4,7,5,6,1,2,7,0,1
E00000124,A,3,7,7,0,7,7,7,6,2,0,7,1,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000125,G,3,0,0,2,7,7,7,6,2,3,0,1,4,6,1,1,2,4,4,2,5,6,4,7,3,6,1,2,7,0,1
E00000126,G,5,0,0,2,7,7,7,6,2,3,0,4,4,3,1,6,2,1,0,3,5,7,6,4,3,6,1,7,7,0,5
E00000127,G,5,0,0,2,7,7,7,6,2,1,0,5,4,3,1,1,2,1,4,3,5,5,7,7,3,6,1,2,7,0,1
E00000128,A,3,7,7,0,7,7,7,6,2,2,7,3,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000129,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000130,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000131,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000132,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,3,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000133,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,1,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000134,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000135,C,3,7,7,0,7,6,7,4,6,5,7,1,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000136,C,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,5,2,0,6,1,7,7,0,1
E00000137,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000138,A,3,7,7,0,7,7,7,2,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000139,A,3,7,7,0,7,7,7,1,2,3,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000140,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,0,6,1,7,7,0,1
E00000141,A,0,7,7,0,7,7,7,6,2,3,7,4,4,6,2,6,3,4,4,5,5,5,4,7,0,6,1,2,7,0,1
E00000142,A,0,7,7,0,7,7,7,6,2,3,7,4,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000143,A,3,7,7,0,7,7,7,6,2,4,7,1,4,6,1,1,2,1,4,2,5,5,5,0,3,6,1,2,7,0,1
E00000144,C,2,7,7,0,7,7,7,6,2,3,7,1,4,4,6,3,5,5,3,4,5,1,1,2,0,6,1,4,7,0,2
E00000145,H,1,7,7,0,6,6,6,4,6,4,7,3,4,6,6,3,4,5,3,4,5,1,1,2,2,4,1,2,7,0,1
E00000146,C,2,5,7,0,7,7,7,6,2,3,7,1,4,4,6,3,5,5,4,4,5,1,1,0,3,6,1,4,7,0,2
E00000147,H,2,7,7,0,7,6,7,4,6,5,7,1,4,4,6,3,5,5,3,4,5,1,1,2,0,6,1,4,7,0,2
E00000148,H,1,7,7,0,6,6,6,1,4,2,0,4,4,6,7,5,7,1,3,1,5,5,7,6,2,4,1,2,4,0,1
E00000149,A,3,5,7,0,7,7,7,6,2,4,0,5,4,6,1,1,2,1,4,2,5,4,4,0,3,6,1,4,7,0,1
E00000150,A,3,7,7,0,7,6,7,4,6,5,7,1,4,6,1,3,2,1,4,2,5,5,1,0,0,6,7,2,7,0,1
E00000151,C,3,7,7,0,7,7,7,6,2,7,7,1,4,6,1,1,2,1,4,2,5,4,5,0,3,6,1,4,7,0,2
E00000152,C,1,5,5,0,7,7,7,6,2,3,7,1,4,6,6,3,5,5,3,4,5,5,1,2,1,6,1,7,7,0,1
E00000153,A,3,7,7,0,7,7,7,6,2,3,7,3,4,4,6,3,5,1,3,2,5,5,1,0,0,6,1,7,7,0,1
E00000154,C,3,5,5,5,7,7,7,6,2,3,7,1,4,2,1,1,2,1,4,2,5,4,1,7,3,6,1,7,7,0,1
E00000155,G,3,5,5,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000156,A,1,7,7,7,7,7,6,4,6,5,7,3,0,6,1,1,2,1,3,2,3,5,1,0,7,6,1,2,7,0,1
E00000157,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,5,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000158,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000159,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000160,A,3,7,7,0,7,7,7,6,2,0,7,5,4,6,1,1,2,4,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000161,A,0,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000162,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,2,1,4,2,5,5,4,7,3,6,1,2,7,0,1
E00000163,A,0,7,7,0,7,7,7,6,2,3,7,6,4,6,1,1,2,4,4,2,5,2,4,7,3,6,1,2,7,0,1
E00000164,B,0,7,7,0,7,7,7,6,2,3,7,4,4,6,1,1,2,4,4,5,5,5,4,7,3,6,1,2,7,0,1
E00000165,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,4,5,0,0,6,1,7,7,0,1
E00000166,A,1,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,1,4,2,5,5,7,7,0,6,1,2,7,0,1
E00000167,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,5,0,0,6,1,4,7,0,1
E00000168,A,3,7,7,0,7,7,7,6,2,3,7,3,0,6,1,1,0,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000169,A,3,7,7,0,7,7,7,6,2,3,7,4,0,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000170,A,3,7,7,0,7,7,7,4,6,5,7,3,0,6,1,1,2,1,3,2,5,5,1,0,0,6,1,2,7,0,1
E00000171,A,3,7,7,0,7,7,7,4,6,5,7,3,0,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000172,A,3,7,7,0,7,7,7,6,2,1,7,3,0,6,1,1,2,1,1,2,5,5,1,0,0,6,1,2,7,0,1
E00000173,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000174,A,3,7,7,0,7,7,7,6,2,3,7,1,4,4,1,1,2,1,3,2,5,5,1,0,0,6,1,2,7,0,1
E00000175,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,1,1,1,3,5,4,4,7,3,6,1,2,7,0,1
E00000176,A,3,7,7,0,7,7,7,4,6,5,7,3,4,4,1,1,2,1,3,4,5,5,1,2,0,6,1,4,7,0,2
E00000177,A,3,7,7,0,7,7,7,6,2,3,7,4,4,6,1,1,2,1,4,2,5,5,1,7,3,6,1,2,7,0,1
E00000178,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,1,5,4,2,5,4,1,0,0,6,1,4,7,0,1
E00000179,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,6,1,4,2,5,5,1,0,3,6,1,2,7,0,1
E00000180,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,1,2,5,4,5,0,3,6,1,4,7,0,1
E00000181,A,3,6,6,7,7,6,6,4,6,5,7,3,0,4,1,1,2,1,3,2,3,5,1,2,0,4,7,4,4,6,2
E00000182,A,3,7,7,0,7,7,7,4,6,5,7,3,0,4,1,1,0,1,7,2,5,5,1,2,0,6,7,4,7,0,2
E00000183,A,2,7,7,0,6,6,6,4,6,5,7,3,0,4,6,3,5,5,3,4,5,1,1,2,0,4,7,4,4,0,2
E00000184,H,2,6,6,7,6,6,6,4,6,5,7,3,0,4,6,3,5,5,3,4,3,1,1,2,0,4,7,4,4,6,2
E00000185,H,2,6,6,7,6,6,6,4,6,0,7,3,0,4,6,3,5,1,3,4,5,1,1,2,0,4,7,4,4,0,2
E00000186,H,2,7,7,7,6,6,6,4,6,5,7,3,0,4,6,3,5,5,3,4,5,1,1,2,0,4,7,4,7,0,2
E00000187,A,3,7,7,0,7,7,7,5,2,3,7,5,0,6,1,1,2,1,4,2,5,5,1,0,0,6,1,2,7,0,1
E00000188,A,2,7,7,0,6,6,6,4,6,5,7,3,0,4,6,3,1,1,3,4,5,5,1,2,0,4,7,2,7,0,1
E00000189,H,2,6,6,7,6,6,6,4,6,1,7,3,0,4,6,3,0,5,3,4,5,1,1,2,0,4,7,4,4,0,2
E00000190,A,3,7,7,0,6,6,6,4,6,5,7,5,0,6,1,1,2,1,3,2,5,5,1,0,0,4,7,2,4,0,1
E00000191,A,3,7,7,7,7,6,6,4,6,4,7,1,0,4,6,3,5,5,3,4,5,5,1,0,0,4,7,4,7,0,2
E00000192,A,3,7,7,0,7,6,6,4,6,7,7,3,0,4,1,1,2,1,3,2,3,5,1,0,0,4,7,4,7,6,2
E00000193,A,3,7,6,0,7,6,7,4,6,0,7,5,0,4,1,1,2,1,3,2,3,5,1,0,0,4,7,4,7,0,2
E00000194,A,2,7,7,7,6,6,6,4,6,1,7,3,0,4,6,3,5,5,3,4,5,5,1,2,0,6,7,4,7,0,2
E00000195,A,1,7,7,0,7,7,7,4,6,5,7,3,0,6,1,1,7,1,3,2,3,5,1,0,1,6,1,2,7,0,1
E00000196,A,3,7,7,0,7,6,6,4,6,6,7,3,0,4,1,1,2,1,3,2,5,5,1,0,0,6,7,2,7,0,1
E00000197,A,3,7,7,0,7,7,6,4,6,5,7,3,0,4,6,3,5,1,3,4,5,5,1,2,0,4,7,4,7,6,2
E00000198,B,0,7,7,0,7,7,7,6,2,3,7,0,0,6,2,6,7,4,4,5,5,2,4,7,0,6,1,2,7,0,1
E00000199,G,3,0,7,0,3,7,7,6,2,3,0,1,4,6,1,1,2,4,4,2,5,2,4,7,3,6,1,2,7,0,1
E00000200,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,7,2,5,5,4,0,0,6,1,2,7,0,1
E00000201,G,4,0,5,2,5,5,5,5,7,0,6,5,4,3,4,7,4,3,4,3,5,6,6,5,3,5,4,7,6,4,3
E00000202,A,3,7,7,0,7,7,7,6,2,5,7,1,4,6,1,1,2,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000203,A,3,7,7,0,7,7,7,6,2,3,7,3,4,6,1,1,0,1,7,2,5,5,4,0,0,6,1,2,7,0,1
E00000204,A,3,7,7,0,7,7,7,6,2,3,7,1,4,6,1,1,4,1,4,2,5,5,4,0,0,6,1,2,7,0,1
E00000205,G,0,0,0,2,3,7,7,6,2,3,6,4,4,3,2,6,3,4,4,5,5,6,4,7,3,6,1,2,7,0,1
E00000206,G,0,0,0,2,3,7,7,6,2,3,0,6,4,3,2,6,3,4,4,5,5,2,4,1,3,6,1,2,7,0,1
E00000207,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,1,4,2,5,5,4,0,3,6,1,2,7,0,1
E00000208,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,5,5,1,0,3,6,1,2,7,0,1
