oa_code,LOAC_supgrp_cd,KMeans_60pca,Queens_SFCM_60kvars,KNN8_SFCM_60kvars,MDT_SFCM_60kvars,Queens_SFCM_60pca,KNN8_SFCM_60pca,MDT_SFCM_60pca,Queens_GCN_167zscores,KNN8_GCN_167zscores,MDT_GCN_167zscores,Queens_GSCN_MeanAgg_167zscores,Queens_GSCN_MeanAgg_60kvars,Queens_GSonly_MeanAgg_167zscores,KNN8_GSCN_AttentionalAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores,KNN8_GSCN_MaxPoolingAgg_167zscores_RW8,KNN8_GSCN_MaxPoolingAgg_167zscores_RW28,KNN8_GSCN_MeanAgg_167zscores,KNN8_GSCN_MeanAgg_60kvars,KNN8_GSCN_MeanPoolingAgg_167zscores,KNN8_GSonly_MeanAgg_167zscores,KNN8_Att2Vec_167zscores,KNN8_Node2Vec_167zscores,MDT_GSCN_MeanAgg_167zscores,MDT_GSCN_MeanAgg_60kvars,Queens_NAGAE_d1,KNN8_NAGAE_d1,MDT_NAGAE_d1,Queens_NAGAE_d2,KNN8_NAGAE_d2,MDT_NAGAE_d2
E00016233,B,0,2,2,3,2,2,2,5,7,5,3,2,1,3,3,0,0,4,0,5,1,2,4,1,6,7,3,5,2,1,4
E00016235,E,5,2,2,3,2,2,2,0,3,0,2,2,1,7,5,2,6,6,0,0,1,3,0,3,6,1,3,1,2,1,0
E00016236,E,5,2,2,3,2,2,2,0,3,1,2,2,1,7,5,2,6,6,0,0,1,7,0,3,6,7,3,1,2,1,0
E00016237,E,5,2,2,4,2,2,2,5,7,7,3,0,1,3,3,0,0,6,4,3,1,7,7,5,3,7,3,1,2,1,0
E00016238,E,5,3,2,3,2,2,2,0,3,1,3,2,1,7,5,2,6,6,0,0,1,7,0,3,3,1,3,1,2,1,0
E00016239,E,5,3,3,3,2,2,2,5,7,7,3,2,1,3,3,0,0,7,1,3,1,7,7,1,3,1,3,5,2,1,4
E00016240,B,0,3,3,3,2,2,2,0,3,3,3,2,1,3,2,6,3,7,0,5,1,2,7,1,3,7,3,5,2,1,4
E00016241,B,0,3,3,3,2,2,2,5,7,7,3,7,1,3,2,6,3,7,0,5,1,2,7,1,3,1,3,5,2,1,4
E00016244,E,5,2,2,4,2,2,2,5,7,2,3,7,1,3,3,0,0,6,0,3,1,7,0,1,3,1,3,1,2,1,0
E00016245,B,0,3,3,3,3,2,2,0,7,7,3,7,1,3,2,6,3,4,0,5,1,2,4,1,3,1,3,5,2,1,4
E00016246,E,5,2,2,4,2,2,2,5,7,7,3,7,1,3,3,0,0,7,4,5,1,7,7,1,3,1,3,5,2,1,4
E00016247,E,5,2,2,4,2,2,2,3,0,0,3,7,1,7,5,2,6,6,6,0,1,3,0,3,3,7,3,1,2,1,0
E00016248,E,6,2,2,4,1,1,2,0,3,1,2,2,1,7,5,2,6,2,6,0,1,3,0,3,3,7,3,1,2,1,0
E00016249,E,1,2,2,4,2,2,2,0,3,1,3,0,1,3,3,0,0,7,0,5,1,7,7,1,3,7,3,5,2,1,4
E00016250,B,5,3,2,3,2,2,2,5,7,7,3,2,1,3,3,0,0,7,0,5,1,2,7,1,3,1,3,5,2,1,4
E00016252,E,5,2,2,4,1,1,2,0,3,5,2,7,1,7,5,2,6,6,6,0,1,7,0,1,3,7,3,1,2,1,0
E00016253,E,5,2,2,4,2,2,2,3,0,4,3,7,1,3,3,0,3,6,4,3,1,7,7,1,3,7,3,1,2,1,0
E00016254,E,5,2,2,4,2,2,2,3,0,5,3,0,1,7,3,0,0,6,4,0,1,7,0,4,3,7,3,1,2,1,0
E00016255,E,6,2,2,4,1,1,1,3,0,0,2,7,1,7,5,2,6,2,6,0,1,3,0,4,3,7,3,1,0,2,0
E00016256,A,3,7,7,0,7,7,7,6,2,3,6,4,4,6,1,1,7,1,4,2,1,2,4,0,3,6,1,3,7,0,1
E00016257,A,3,7,7,0,7,7,7,5,7,7,3,6,1,2,3,0,0,1,4,3,1,7,5,6,3,1,1,3,1,5,7
E00016258,A,3,7,7,0,7,7,7,6,2,6,0,3,4,6,6,3,2,1,3,2,1,1,1,0,0,6,1,3,7,0,7
E00016259,A,3,7,7,0,7,7,7,6,2,3,6,6,4,6,7,5,7,1,2,2,1,7,1,0,3,6,1,3,7,0,7
E00016260,A,3,7,7,0,7,7,7,6,2,3,6,4,4,6,7,5,7,5,4,3,1,4,1,0,3,6,1,3,7,5,7
E00016261,A,3,7,7,0,7,7,7,5,7,7,6,6,1,6,1,1,2,1,4,3,1,4,1,5,3,6,1,3,1,5,1
E00016262,A,3,7,7,0,7,7,7,6,2,3,6,4,4,6,1,1,2,1,4,3,1,4,1,0,3,6,1,3,7,5,1
E00016263,E,3,7,7,0,7,7,7,5,7,7,5,7,1,2,3,0,4,5,4,1,1,7,2,6,3,6,1,3,1,5,7
E00016264,A,2,7,7,0,7,7,7,1,4,2,0,4,4,4,6,3,5,5,4,4,1,1,1,0,3,6,1,3,1,5,7
E00016265,G,3,0,7,0,7,7,7,5,7,7,6,0,1,3,3,0,0,4,1,3,1,2,4,7,3,6,1,2,5,0,1
E00016266,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,5,4,2,1,4,5,0,0,6,1,3,7,0,7
E00016267,A,3,7,7,0,7,7,7,6,2,3,6,6,4,2,1,1,2,1,4,3,1,4,1,0,3,6,1,3,7,0,7
E00016268,G,3,0,7,0,7,7,7,5,7,1,6,5,1,2,2,6,3,1,4,3,1,2,4,7,3,6,1,2,1,5,1
E00016269,A,3,7,7,0,7,7,7,1,4,3,6,4,4,2,6,3,5,1,4,2,1,4,1,0,3,6,1,3,7,0,7
E00016270,A,2,7,7,0,7,7,7,1,4,2,0,4,4,4,6,3,5,5,2,4,1,1,1,2,3,6,1,3,7,5,7
E00016271,A,3,7,7,0,7,7,7,6,2,6,0,5,4,6,1,1,2,1,4,2,1,4,1,0,3,6,1,3,7,0,7
E00016272,C,3,7,7,0,7,7,7,5,7,7,6,4,4,2,1,1,2,5,4,3,1,4,5,0,3,6,1,3,7,0,7
E00016273,A,3,7,7,0,7,7,7,6,2,3,6,4,4,2,1,1,2,1,4,3,1,4,5,6,3,6,1,3,7,0,7
E00016274,E,3,7,7,0,7,7,7,5,7,7,6,4,1,6,7,5,7,1,4,3,1,7,7,6,5,6,1,3,1,5,7
E00016275,G,0,0,0,4,3,7,7,5,7,1,6,0,1,3,2,6,3,4,7,3,1,2,4,7,3,1,1,2,5,0,1
E00016276,E,5,0,0,4,7,7,7,5,7,7,3,6,1,3,3,0,0,1,4,3,1,7,7,7,3,6,1,2,1,5,1
E00016277,G,5,2,0,4,7,7,7,5,7,7,3,4,1,6,3,0,0,7,4,3,1,7,7,7,3,6,1,2,1,5,1
E00016278,E,3,7,7,0,7,7,7,5,7,7,6,6,1,6,3,0,0,1,4,3,1,4,4,7,3,6,1,3,7,5,7
E00016279,G,3,7,7,0,7,7,7,5,7,3,6,0,1,2,1,1,4,1,2,3,1,4,5,0,3,6,1,3,7,0,1
E00016280,A,3,7,7,0,7,7,7,5,7,7,6,4,1,6,1,1,2,1,4,3,1,1,4,0,3,6,1,3,7,0,7
E00016281,A,3,7,7,0,7,7,7,5,7,7,6,6,1,6,1,1,2,1,1,3,1,4,5,7,3,6,1,3,7,0,7
E00016282,E,5,0,0,4,2,2,7,5,7,7,3,6,1,3,3,0,0,7,4,3,1,7,7,1,3,1,5,1,5,1,1
E00016283,E,3,7,7,0,7,7,7,5,7,7,6,6,1,6,7,5,7,0,4,3,1,7,1,6,3,6,1,3,7,0,7
E00016284,A,3,7,7,0,7,7,7,6,2,3,6,6,1,6,7,5,7,5,5,2,1,4,2,0,3,6,1,3,7,0,7
E00016285,E,5,7,7,4,7,7,7,5,7,7,3,6,1,3,3,0,0,7,4,3,1,7,7,4,3,6,1,3,7,5,1
E00016286,A,3,7,7,0,7,7,7,5,7,7,6,6,1,2,1,1,0,1,1,3,1,4,4,0,3,6,1,3,7,5,1
E00016287,A,3,7,7,0,7,7,7,5,7,7,6,4,1,6,1,1,2,1,1,3,1,4,4,7,3,6,1,3,7,5,7
E00016288,E,5,0,0,0,7,7,7,5,7,7,6,0,1,2,2,6,3,1,4,3,1,2,6,7,3,6,1,1,1,0,1
E00016289,G,5,0,7,0,7,7,7,5,7,7,6,6,1,2,3,0,0,7,4,3,1,7,7,7,3,6,1,3,1,0,1
E00016290,A,3,7,7,0,7,7,7,5,7,7,6,5,1,6,1,1,2,1,4,3,1,5,4,7,0,6,1,3,7,0,1
E00016291,E,5,0,0,4,2,2,2,5,7,7,3,4,1,3,3,0,0,7,0,3,1,7,7,1,3,1,5,2,5,1,1
E00016292,A,3,7,7,0,7,7,7,6,2,4,6,5,1,2,1,1,2,1,4,3,1,4,5,7,3,6,1,3,7,5,7
E00016293,A,3,7,7,0,7,7,7,5,7,7,6,6,4,2,1,1,2,1,4,3,1,4,1,0,3,6,1,3,7,5,7
E00016294,A,3,7,7,0,7,7,7,5,7,7,6,5,1,2,3,0,0,1,4,2,1,4,1,0,3,1,5,3,1,1,7
E00016295,A,3,7,7,0,7,7,7,5,7,7,6,5,1,2,1,1,2,1,7,3,1,4,1,0,3,6,1,3,7,5,7
E00016296,A,3,7,7,0,7,7,7,5,7,6,6,6,4,2,1,1,2,1,4,3,1,4,4,7,3,6,1,3,7,0,1
E00016297,A,3,7,7,0,7,7,7,5,7,4,0,4,4,6,1,1,1,1,4,2,1,4,7,7,3,6,1,2,7,0,1
E00016298,A,3,7,7,0,7,7,7,1,2,3,6,4,1,2,1,1,2,1,4,3,1,4,5,0,3,6,1,3,7,0,7
E00016299,A,3,7,7,0,7,7,7,5,7,7,6,6,4,2,7,5,7,1,4,3,1,4,5,0,3,6,1,3,7,0,7
E00016300,E,5,2,2,4,1,1,2,3,0,0,3,7,1,3,3,0,0,6,6,3,1,7,0,1,3,0,0,1,0,5,7
E00016301,F,7,2,4,4,0,0,1,3,0,0,5,4,1,1,7,5,7,0,4,1,1,3,0,4,3,0,0,3,0,5,7
E00016302,E,5,2,2,4,0,0,1,3,0,0,3,0,1,1,3,0,0,6,4,3,1,7,0,4,3,0,0,1,0,2,7
E00016303,E,7,2,2,4,0,0,1,3,0,0,5,0,1,1,5,2,4,0,6,1,1,3,0,4,3,0,0,3,0,2,7
E00016304,E,7,2,2,4,0,0,1,3,0,0,5,0,1,1,5,2,6,0,6,1,1,3,0,4,3,0,0,1,0,2,7
E00016305,E,5,2,2,4,2,2,2,5,7,7,3,6,1,3,3,0,0,7,4,3,1,7,7,4,3,1,3,2,0,1,1
E00016306,E,5,2,2,4,2,2,2,5,7,2,3,0,1,3,3,0,3,7,4,5,1,7,7,1,3,1,3,2,2,1,1
E00016307,E,5,2,2,4,2,2,2,4,7,7,3,7,1,3,3,0,0,7,0,3,1,7,7,1,3,1,0,2,2,1,1
E00016308,G,5,2,2,4,2,2,7,5,7,7,3,0,1,3,3,0,3,4,4,3,1,2,4,1,3,1,3,2,0,1,1
E00016309,E,5,2,2,4,2,2,2,5,7,7,3,6,1,3,3,0,0,6,6,3,1,7,0,4,3,1,5,1,5,1,7
E00016310,F,7,7,4,4,0,0,1,3,0,0,5,4,1,1,7,5,7,0,1,1,1,1,0,6,3,0,0,3,0,5,7
E00016311,E,7,7,7,4,0,0,1,3,0,0,3,6,1,6,7,5,7,0,1,1,1,3,2,6,3,0,1,3,0,5,7
E00016312,E,5,2,2,4,0,0,1,3,0,0,3,0,1,1,5,2,6,0,6,0,1,3,0,4,3,0,0,1,0,5,7
E00016313,E,7,2,2,4,0,0,1,3,0,0,5,0,1,1,5,2,6,2,1,0,1,3,0,3,3,0,0,1,0,2,7
E00016314,E,0,2,2,4,2,2,2,5,7,0,3,7,1,3,3,0,0,7,2,5,1,2,7,1,3,0,0,2,0,1,1
E00016315,E,5,2,2,4,2,2,2,5,7,7,3,0,1,3,3,0,2,7,4,3,1,7,7,1,3,1,3,2,0,1,1
E00016316,F,7,2,2,4,0,0,1,3,0,7,5,6,1,1,7,5,6,0,4,1,1,1,2,6,3,0,3,3,0,5,7
E00016317,E,3,2,2,4,0,0,7,5,7,7,3,0,1,1,7,5,7,1,4,3,1,7,4,7,3,0,0,1,0,5,7
E00016318,F,7,2,2,4,0,0,1,3,0,0,5,6,1,1,7,5,7,0,7,1,1,3,0,4,3,0,0,3,0,2,7
E00016319,E,1,2,2,4,2,2,7,3,0,0,6,0,1,6,1,1,2,1,4,2,1,2,7,7,3,0,0,2,0,1,1
E00016320,E,5,2,2,4,2,2,1,5,7,7,5,0,1,1,7,5,6,0,4,3,1,7,0,7,3,1,3,3,0,1,7
E00016321,E,5,2,2,4,2,2,2,5,7,7,3,0,1,3,3,0,0,7,0,5,1,7,7,3,3,1,3,1,2,1,1
E00016322,E,3,2,2,4,2,2,2,3,0,1,5,0,1,1,3,0,0,7,7,3,1,7,7,1,3,7,0,2,0,1,1
E00016323,E,5,2,2,4,2,2,2,5,7,7,3,0,1,3,3,0,0,7,4,3,1,7,7,4,3,1,3,5,2,1,4
E00016324,E,5,2,2,4,2,2,2,2,7,7,3,0,1,3,3,0,0,6,4,3,1,7,0,3,3,1,5,1,2,1,7
E00016325,E,5,2,2,4,2,1,2,3,0,0,3,7,1,3,3,0,0,6,2,3,1,7,0,3,3,0,3,1,0,1,7
E00016326,E,3,2,2,4,2,2,1,5,7,7,3,6,1,6,7,5,7,0,1,3,1,7,1,7,3,1,5,1,1,1,7
E00016327,E,5,2,2,4,1,1,2,3,0,0,3,4,1,1,3,0,0,0,4,3,1,7,0,4,3,0,0,1,0,5,7
E00016328,E,7,2,2,4,0,0,1,3,0,0,3,0,1,1,5,2,7,0,6,0,1,3,0,4,3,0,0,1,0,5,7
E00016329,E,7,2,7,4,0,0,1,5,7,7,3,6,1,1,7,5,7,0,4,3,1,7,0,4,3,0,3,3,0,5,7
E00016330,E,5,2,2,4,0,0,2,3,0,0,3,7,1,3,3,0,0,0,1,3,1,7,7,4,3,0,0,1,0,5,7
E00016331,E,3,0,2,4,0,0,1,5,7,2,3,6,1,2,3,0,5,0,7,3,1,4,5,6,3,0,0,3,0,5,7
E00016332,A,3,0,7,4,0,0,0,5,7,7,3,4,1,2,7,5,7,5,4,3,1,1,1,0,3,0,0,3,0,5,7
E00016333,E,7,7,7,4,0,0,1,3,0,0,3,6,1,1,7,5,7,0,4,1,1,7,0,4,3,0,0,3,0,5,7
E00016334,G,7,7,7,4,0,0,1,3,0,0,3,5,1,1,7,5,7,0,4,1,1,3,5,6,3,0,0,3,0,5,7
E00016335,E,7,7,7,4,0,0,1,3,0,0,3,6,1,1,7,5,7,0,4,1,1,7,0,6,3,0,1,3,0,5,7
E00016336,G,3,7,7,4,0,0,1,5,7,7,3,5,1,2,7,5,7,0,4,3,1,4,4,6,3,0,1,3,1,5,7
E00016337,A,3,7,7,4,0,0,1,3,0,0,5,5,1,2,7,5,7,0,4,1,1,1,2,6,3,0,0,3,0,5,7
E00016338,E,7,2,2,4,0,0,1,2,0,0,3,0,1,1,5,2,2,0,1,1,1,7,0,4,3,0,0,1,0,5,7
E00016339,F,2,4,4,4,0,0,0,1,4,4,5,4,1,6,7,5,3,0,3,1,1,1,2,0,0,0,0,3,0,5,7
E00016340,F,7,4,7,4,0,0,1,3,0,0,5,4,1,1,7,5,0,0,4,1,1,3,2,6,3,0,0,3,0,5,7
E00016341,A,7,7,7,4,0,0,1,3,0,0,5,4,1,6,7,5,7,0,2,1,1,1,2,6,3,0,0,3,0,5,7
E00016342,F,7,4,4,4,0,0,1,3,0,0,5,4,1,1,7,5,2,0,4,1,1,3,2,6,3,0,0,3,0,5,7
E00016343,F,7,4,4,4,0,0,1,3,0,0,5,5,1,6,7,5,7,0,7,1,1,1,2,6,3,0,0,3,0,5,7
E00016344,E,5,2,2,4,0,0,1,3,0,0,3,0,1,1,5,2,6,6,1,3,1,7,0,4,3,0,0,1,0,2,7
E00016345,F,7,2,2,4,0,0,1,3,0,0,5,0,1,1,7,5,7,0,6,1,1,3,0,4,3,0,0,3,0,2,7
E00016346,A,3,7,7,0,7,7,7,6,2,3,7,5,4,6,1,1,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016348,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,1,4,2,1,5,4,7,0,6,1,2,7,0,1
E00016349,A,3,7,7,0,7,7,7,5,2,3,0,5,4,6,1,1,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016350,A,3,7,7,0,7,7,7,6,2,6,0,5,4,6,1,1,2,1,4,2,1,2,4,7,0,6,1,2,7,0,1
E00016351,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,3,4,4,2,1,2,4,0,3,6,1,2,7,0,1
E00016352,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,1,4,4,2,1,5,4,7,0,6,7,2,7,0,1
E00016353,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016354,G,1,7,7,0,7,7,7,6,2,3,0,6,4,3,1,1,2,4,4,5,1,5,7,1,3,6,1,2,7,0,1
E00016356,A,3,7,7,0,7,7,7,6,2,5,0,4,4,6,1,1,2,4,4,2,1,5,4,7,3,6,1,2,7,0,1
E00016357,B,0,7,7,0,7,7,7,6,2,3,0,0,4,6,2,6,3,4,0,5,1,2,4,7,3,6,1,2,7,0,1
E00016358,G,0,7,7,0,7,7,7,6,2,3,0,6,4,3,1,1,2,1,4,5,1,5,7,1,3,6,1,2,7,0,1
E00016359,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,4,2,1,4,1,0,3,6,1,3,7,0,1
E00016360,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,4,4,2,5,5,4,7,0,6,1,2,7,0,1
E00016361,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,4,2,1,5,1,7,3,6,1,2,7,0,1
E00016362,A,3,7,7,0,7,7,7,6,2,3,0,3,4,6,1,1,2,1,4,2,1,5,4,0,0,6,7,2,7,0,1
E00016363,A,3,7,7,0,7,7,7,6,2,2,0,5,4,6,1,1,2,4,4,2,5,5,4,7,3,6,1,2,7,0,1
E00016364,A,3,7,7,0,7,7,7,6,2,3,0,6,4,6,1,1,2,1,4,2,1,5,4,7,3,6,7,2,7,0,1
E00016365,A,1,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,4,2,3,5,1,7,3,6,7,2,7,0,1
E00016366,A,3,7,7,0,7,7,7,6,2,3,0,5,4,4,1,1,2,1,3,2,3,1,1,0,0,4,1,4,4,0,2
E00016367,A,2,7,7,0,7,7,6,6,2,3,7,5,4,4,6,3,4,5,3,4,1,5,1,0,0,4,1,6,4,0,2
E00016368,A,3,7,7,0,6,7,0,6,2,3,0,5,4,4,6,3,6,5,7,2,1,1,1,0,0,4,1,4,4,5,2
E00016369,A,3,7,7,0,7,7,7,6,2,3,6,6,4,6,1,1,4,4,5,2,1,2,4,7,3,6,1,2,7,0,1
E00016370,A,3,7,7,0,7,7,7,6,2,3,6,6,4,6,1,1,2,1,4,3,1,2,4,7,3,6,1,2,7,0,1
E00016371,A,3,7,7,0,7,7,7,6,2,3,6,6,4,6,1,1,2,4,1,2,1,5,4,7,3,6,1,2,7,0,1
E00016372,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,4,4,2,1,5,4,7,0,6,1,2,7,0,1
E00016373,A,3,7,7,0,7,7,7,6,2,6,0,6,4,6,1,1,2,1,4,2,1,5,4,7,3,6,1,2,7,0,1
E00016374,A,3,7,7,0,7,7,7,6,2,3,0,6,4,6,1,1,2,4,7,2,1,5,4,7,3,6,7,2,7,0,1
E00016375,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,4,2,1,5,1,0,0,6,1,3,7,0,1
E00016376,A,3,7,7,0,7,7,7,6,2,3,0,6,4,6,1,1,2,1,1,2,1,5,4,0,0,6,1,2,7,0,1
E00016377,A,3,7,7,0,7,7,7,6,2,0,0,4,4,6,1,1,2,4,1,2,1,5,4,0,0,6,1,2,7,0,1
E00016378,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,4,4,2,1,5,4,0,3,6,7,2,7,0,1
E00016379,A,3,7,7,0,7,7,7,1,2,2,0,5,4,6,1,1,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016380,A,3,7,7,0,7,7,7,6,2,3,0,3,4,6,1,1,2,4,4,2,1,5,4,7,0,6,1,2,7,0,1
E00016381,A,3,7,7,0,7,7,7,6,2,3,0,6,4,6,1,1,2,4,1,2,1,2,4,7,3,6,7,2,7,0,1
E00016382,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,1,1,2,1,5,4,0,3,6,1,2,7,0,1
E00016383,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016384,C,3,7,7,0,7,7,7,6,2,3,0,4,4,2,6,3,5,5,4,3,1,4,5,6,3,6,1,3,7,0,7
E00016385,A,1,7,7,0,7,7,7,5,7,7,6,6,4,3,2,6,3,4,4,5,1,2,7,7,3,6,1,2,7,0,1
E00016386,B,1,7,7,0,7,7,7,5,7,7,0,7,4,3,3,0,7,1,4,5,1,2,7,1,3,6,1,2,7,0,1
E00016387,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,2,4,1,2,1,2,4,7,3,6,1,2,7,0,1
E00016388,A,3,7,7,0,7,7,7,6,2,3,0,5,4,6,1,1,1,1,4,2,1,4,5,0,3,6,1,3,7,0,1
E00016389,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,6,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016390,A,3,7,7,0,7,7,7,6,2,3,0,0,4,6,1,1,0,4,4,2,1,5,4,7,3,6,1,2,7,0,1
E00016391,A,3,7,7,0,7,7,7,6,2,4,0,4,4,6,6,3,5,1,1,2,1,4,1,0,3,6,1,3,7,0,2
E00016392,A,3,7,7,0,7,7,7,6,2,6,0,4,4,6,1,1,4,1,4,2,1,5,1,0,0,6,1,2,7,0,1
E00016393,A,3,7,7,0,7,7,7,6,2,3,0,4,4,6,1,1,4,1,1,2,1,5,4,0,3,6,1,2,7,0,1
E00016394,A,3,7,7,0,7,7,7,6,2,3,0,3,4,6,1,2,2,1,4,2,1,5,4,0,0,6,1,2,7,0,1
E00016395,E,5,2,2,3,2,2,2,5,7,7,3,7,1,3,3,0,4,7,0,3,1,7,7,1,3,1,5,5,2,1,4
E00016396,G,0,3,3,3,3,3,2,5,7,7,3,0,1,3,3,0,3,7,0,5,1,2,7,1,3,1,5,5,5,3,4
E00016397,E,6,2,2,3,1,2,2,0,3,1,2,0,1,7,5,2,6,6,6,0,1,3,0,3,3,7,3,1,2,1,6
E00016398,E,5,3,2,3,2,2,2,5,7,7,3,0,1,3,3,0,0,7,0,5,1,7,7,1,3,1,3,5,2,1,4
E00016399,G,0,3,0,3,3,3,3,5,7,7,6,6,1,3,2,6,3,4,2,5,1,2,4,7,3,1,5,5,5,3,4
E00016401,B,5,0,3,3,2,3,2,5,7,4,3,2,1,3,3,0,7,7,0,5,1,7,4,1,3,1,5,5,5,3,4
E00016402,B,0,3,3,3,3,3,2,5,7,7,3,2,1,3,2,6,4,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016403,B,0,3,3,3,3,3,2,5,7,5,3,2,1,3,2,6,3,4,0,5,1,2,4,1,6,1,5,5,5,3,4
E00016404,E,5,2,2,3,2,2,2,0,3,1,3,7,1,3,3,0,0,6,5,3,1,7,0,1,3,1,5,1,2,1,0
E00016405,E,5,2,2,3,2,2,2,5,7,7,3,7,1,3,3,0,6,6,0,3,1,7,0,3,3,1,5,1,2,1,0
E00016406,G,0,0,3,3,3,3,3,5,7,7,3,7,1,3,2,6,7,4,0,5,1,2,4,1,3,1,5,5,5,1,4
E00016407,B,5,3,3,3,2,2,2,5,7,7,3,2,1,3,3,0,0,6,0,0,1,7,0,3,6,1,5,1,2,1,0
E00016408,D,6,2,2,4,2,2,2,3,0,0,3,6,1,7,5,2,6,2,1,0,1,3,0,3,3,1,5,1,5,1,0
E00016409,B,0,3,3,3,3,3,2,5,7,7,3,0,1,3,2,6,4,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016410,E,5,2,2,4,2,2,2,3,0,0,3,0,1,3,3,0,5,6,1,3,1,7,0,1,3,1,5,1,2,1,0
E00016411,E,5,3,3,3,2,2,2,0,3,1,3,2,1,7,3,0,0,6,0,0,1,7,0,1,3,1,5,1,2,3,0
E00016412,G,5,3,0,3,2,2,2,5,7,7,3,0,1,3,3,0,0,6,0,5,1,7,7,1,3,1,5,5,5,3,4
E00016413,B,0,3,3,3,3,3,2,5,7,7,3,0,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016414,G,0,0,3,3,3,3,2,3,7,7,3,0,1,3,2,6,2,4,0,5,1,2,7,1,3,1,5,5,5,3,4
E00016415,B,0,3,3,3,3,3,2,5,7,7,3,7,1,3,2,6,0,7,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016416,B,0,3,3,3,3,3,2,5,7,7,3,2,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016417,B,0,3,3,3,3,3,3,5,7,7,3,2,1,3,2,6,5,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016418,E,5,3,3,3,3,3,2,5,7,7,3,7,1,3,3,0,0,7,0,5,1,7,4,1,3,1,5,5,5,3,4
E00016419,B,0,3,3,3,3,3,2,5,7,7,3,6,1,3,2,6,2,4,4,5,1,2,4,7,3,1,3,5,5,3,4
E00016420,B,0,3,3,3,3,3,3,5,7,7,3,7,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016421,B,0,3,3,3,3,3,3,5,7,7,3,7,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016422,G,0,3,3,3,3,3,3,5,7,7,6,0,1,3,2,6,3,4,4,5,1,2,4,7,3,1,5,5,5,3,4
E00016423,B,0,3,3,3,3,3,3,5,7,7,3,7,1,3,2,6,5,4,0,5,1,2,4,1,6,1,5,5,5,3,4
E00016424,B,0,3,3,3,3,3,3,5,7,0,3,7,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016426,B,0,3,3,3,3,3,2,5,7,7,3,2,1,3,2,6,2,7,0,5,1,2,4,1,6,1,3,5,5,3,4
E00016427,B,0,3,3,3,3,3,3,5,7,7,3,2,1,3,2,6,3,4,0,5,1,2,4,1,6,1,5,5,5,3,4
E00016428,B,5,3,3,3,2,2,2,5,7,1,3,2,1,3,3,0,0,7,0,5,1,7,6,1,6,1,5,1,2,3,4
E00016429,E,5,2,2,4,2,2,2,3,0,0,3,0,1,1,7,5,7,6,6,1,1,3,0,4,3,1,3,0,2,1,0
E00016430,B,0,3,3,3,3,3,2,4,7,7,3,2,1,3,2,6,3,4,0,5,1,2,4,1,3,1,5,5,5,3,4
E00016431,E,5,2,2,3,2,2,2,0,3,0,3,2,1,7,3,0,0,7,0,5,1,7,7,1,3,1,3,5,2,1,4
E00016432,E,5,2,2,3,2,1,2,0,3,1,3,7,1,7,3,0,0,6,0,0,1,7,0,1,3,1,3,5,2,1,0
E00016433,E,5,2,2,3,2,2,2,0,3,1,3,7,1,1,3,0,0,7,4,5,1,7,7,7,3,1,3,5,2,1,4
E00016434,B,0,3,3,3,3,3,2,5,7,7,3,2,1,3,2,6,3,4,0,5,1,2,4,1,3,1,3,5,5,3,4
